 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          262106               2               1            0.01             0.3        -1.78253               1               0         1.12795        0.285205       0.0598597
    262144          262064               2               1            0.01        0.478253      -0.0934461               1               0          1.0008      0.00198795        0.061545
    262144          262066               2               1            0.01        0.487598      -0.0476694               1               0        0.999516     0.000583869       0.0594779
    262144          262060               2               1            0.01        0.492365      -0.0288601               1               0        0.999715     0.000218669       0.0596111
    262144          262060               2               1            0.01        0.495251      -0.0174946               1               0        0.999578       8.269e-05        0.059493
    262144          262042               2               1            0.01           0.497      -0.0124654               1               0         1.00001     3.72804e-05       0.0596782
    262144          262049               2               1            0.01        0.498247     -0.00646114               1               0        0.999886     1.13076e-05       0.0596163
    262144          262057               2               1            0.01        0.498893     -0.00425686               1               0        0.999933     4.70737e-06       0.0596076
    262144          262044               2               1            0.01        0.499319     -0.00274756               1               0        0.999998     1.87083e-06       0.0596508
    262144          262062               2               1            0.01        0.499593     -0.00169004               1               0         1.00002     6.86914e-07       0.0616377
    262144          262060               2               1            0.01        0.499762    -0.000975769               1               0         1.00001     2.31798e-07       0.0624395
    262144          262059               2               1            0.01         0.49986    -0.000569053               1               0        0.999996     7.96758e-08       0.0622068
    262144          262049               2               1            0.01        0.499917    -0.000346381               1               0               1     2.87919e-08       0.0618423
    262144          262047               2               1            0.01        0.499952    -0.000205073               1               0               1     9.94368e-09       0.0604648
    262144          262049               2               1            0.01        0.499972    -0.000113716               1               0        0.999999     3.18209e-09       0.0594013
    262144          262039               2               1            0.01        0.499983    -6.32678e-05               1               0        0.999999     1.05092e-09       0.0595335
    262144          262045               2               1            0.01         0.49999    -4.17767e-05               1               0               1     4.29661e-10       0.0596213
    262144          262043               2               1            0.01        0.499994    -2.52098e-05               1               0               1     1.53903e-10       0.0594386
    262144          262048               2               1            0.01        0.499996    -1.46356e-05               1               0               1     5.24709e-11       0.0610148
    262144          262062               2               1            0.01        0.499998    -8.72365e-06               1               0               1     1.85623e-11       0.0607843
