 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          262097               3             500            0.01             0.3        -1251.13               1        -121.732         849.794         200.181         31.1908
    262144          262007               3             500            0.01        0.550227         133.828               1         23.4801         753.433         7.05935         31.3872
    262144          262028               3             500            0.01        0.523461         69.0412               1         12.5495         750.767         1.65779         31.0978
    262144          262023               3             500            0.01        0.509653         28.1863               1         4.86059         750.137        0.274707         31.4551
    262144          262008               3             500            0.01        0.504016         12.3425               1         2.01869         750.018       0.0497626         31.7779
    262144          262040               3             500            0.01        0.501547         4.69201               1        0.779878         750.004      0.00727054         31.2991
    262144          262046               3             500            0.01        0.500609         1.91819               1        0.315605             750      0.00116841         31.0786
    262144          262024               3             500            0.01        0.500225         0.67426               1        0.116118             750     0.000151823         31.3828
    262144          262019               3             500            0.01         0.50009        0.279064               1       0.0456586             750      2.5174e-05         31.2397
    262144          262034               3             500            0.01        0.500034         0.10824               1       0.0177331             750     3.73926e-06         31.5878
    262144          262035               3             500            0.01        0.500013       0.0396475               1      0.00662849             750     4.93485e-07         32.2571
    262144          262028               3             500            0.01        0.500005       0.0149346               1      0.00242363             750     8.06758e-08         31.2138
    262144          262027               3             500            0.01        0.500002      0.00586883               1     0.000957621             750     1.80444e-08         31.5078
    262144          262043               3             500            0.01        0.500001      0.00215317               1     0.000351521             750     1.35042e-08         32.2739
    262144          262027               3             500            0.01             0.5     0.000890715               1     0.000147891             750     5.58794e-09         31.9953
    262144          262015               3             500            0.01             0.5     0.000320814               1     5.34892e-05             750    -5.93718e-09         32.8504
    262144          262004               3             500            0.01             0.5     0.000141121               1     2.29312e-05             750    -3.21306e-08         31.7014
    262144          262007               3             500            0.01             0.5      5.3019e-05               1     8.95563e-06             750     3.01516e-08         31.7286
    262144          262016               3             500            0.01             0.5     2.15608e-05               1     3.47252e-06             750    -1.16415e-08         31.7387
    262144          262024               3             500            0.01             0.5     8.56956e-06               1     1.41896e-06             750     2.08383e-08         31.3921
